         96116814 function calls (96095838 primitive calls) in 44.675 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.000    0.000 patches.py:738(_convert_units)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:3809(PolygonSelector)
      788    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      314    0.000    0.000    0.000    0.000 transforms.py:113(__init__)
       33    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 __init__.py:571(get_cachedir)
        3    0.000    0.000    0.000    0.000 axis.py:440(_apply_tickdir)
      212    0.000    0.000    0.000    0.000 _parser.py:946(fix_flags)
       34    0.000    0.000    0.000    0.000 path.py:202(_update_values)
       50    0.000    0.000    0.000    0.000 function_base.py:1606(angle)
      452    0.000    0.000    0.000    0.000 colors.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 transforms.py:2106(IdentityTransform)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__darwin_darwin.py:1(<module>)
       50    0.000    0.000    0.000    0.000 pyplot.py:966(_auto_draw_if_interactive)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
        1    0.000    0.000    0.000    0.000 ExifTags.py:359(LightSource)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
      249    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
       10    0.000    0.000    0.000    0.000 cbook.py:1735(sanitize_sequence)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       81    0.000    0.000    0.000    0.000 typing.py:937(_is_unpacked_typevartuple)
        6    0.000    0.000    0.000    0.000 backend_bases.py:2243(mpl_connect)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
      137    0.000    0.000    0.000    0.000 core.py:1745(set_whitespace_chars)
        1    0.000    0.000    0.000    0.000 font_manager.py:1518(_cached_realpath)
       29    0.000    0.000    0.000    0.000 text.py:1027(set_linespacing)
        1    0.000    0.000    0.000    0.000 core.py:4535(ParseElementEnhance)
      250    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
       40    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 lines.py:216(Line2D)
       44    0.000    0.000    0.000    0.000 core.py:3986(<genexpr>)
       63    0.000    0.000    0.000    0.000 _parser.py:305(_class_escape)
       44    0.000    0.000    0.000    0.000 results.py:547(copy)
      170    0.000    0.000    0.000    0.000 colors.py:677(__init__)
        1    0.000    0.000    0.000    0.000 core.py:238(reload_library)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
       19    0.000    0.000    0.000    0.000 transforms.py:1998(rotate_deg)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
     1219    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        3    0.000    0.000    0.000    0.000 core.py:3641(__init__)
      588    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        8    0.000    0.000    0.000    0.000 core.py:4331(_generateDefaultName)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 fixed_interval_stick_breaking_representation.py:1(<module>)
      150    0.000    0.000    0.000    0.000 shape_base.py:215(_vhstack_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:5111(__init__)
       66    0.000    0.000    0.000    0.000 cbook.py:1337(_to_unmasked_float_array)
        6    0.000    0.000    0.000    0.000 pathlib.py:836(stat)
        1    0.000    0.000    0.000    0.000 core.py:6550(__new__)
      147    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
      316    0.000    0.000    0.000    0.000 rcsetup.py:878(_convert_validator_spec)
        1    0.000    0.000    0.000    0.000 patches.py:1259(Arrow)
       50    0.000    0.000    0.000    0.000 fromnumeric.py:1025(argsort)
        3    0.000    0.000    0.000    0.000 axis.py:497(_apply_tickdir)
        1    0.000    0.000    0.000    0.000 patches.py:2293(BoxStyle)
        8    0.000    0.000    0.000    0.000 typing.py:1940(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:4054(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        6    0.000    0.000    0.000    0.000 legend.py:639(_set_artist_props)
       22    0.000    0.000    0.000    0.000 core.py:1013(reset_cache)
       53    0.000    0.000    0.000    0.000 artist.py:269(convert_xunits)
       26    0.000    0.000    0.000    0.000 core.py:921(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
      682    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1595(_array_str_implementation)
       14    0.000    0.000    0.000    0.000 _methods.py:61(_all)
        2    0.000    0.000    0.000    0.000 typing.py:2802(__new__)
      324    0.000    0.000    0.000    0.000 _internal.py:883(<genexpr>)
        1    0.000    0.000    0.000    0.000 distance.py:1706(MetricInfo)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
       50    0.000    0.000    0.000    0.000 fromnumeric.py:1236(argmin)
      963    0.000    0.000    0.000    0.000 inspect.py:3075(parameters)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
      154    0.000    0.000    0.000    0.000 core.py:790(preParse)
        1    0.000    0.000    0.000    0.000 results.py:34(ParseResults)
       30    0.000    0.000    0.000    0.000 rcsetup.py:52(__init__)
      572    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1152(__init__)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:258(_extend_dict)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:198(update_user_library)
        2    0.000    0.000    0.000    0.000 pathlib.py:164(select_from)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ticker.py:2013(_validate_steps)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
        5    0.000    0.000    0.000    0.000 scale_function.py:7(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:1307(mkdir)
        7    0.000    0.000    0.000    0.000 enum.py:1528(__or__)
       30    0.000    0.000    0.000    0.000 axis.py:338(_set_artist_props)
        4    0.000    0.000    0.000    0.000 ast.py:56(literal_eval)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
       74    0.000    0.000    0.000    0.000 artist.py:1043(set_visible)
        8    0.000    0.000    0.000    0.000 core.py:4968(__init__)
       38    0.000    0.000    0.000    0.000 transforms.py:2030(translate)
     19/1    0.000    0.000    0.000    0.000 offsetbox.py:227(set_figure)
        8    0.000    0.000    0.000    0.000 typing.py:1812(__init__)
       31    0.000    0.000    0.000    0.000 text.py:1214(set_rotation)
       13    0.000    0.000    0.000    0.000 patches.py:314(_set_edgecolor)
       78    0.000    0.000    0.000    0.000 util.py:113(set_)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
      285    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       11    0.000    0.000    0.000    0.000 transforms.py:2324(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:312(_logged_cached)
        1    0.000    0.000    0.000    0.000 transforms.py:211(BboxBase)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
       77    0.000    0.000    0.000    0.000 skewed_stable_random_variable.py:66(psi)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
       45    0.000    0.000    0.000    0.000 markers.py:282(_set_fillstyle)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
       51    0.000    0.000    0.000    0.000 typing.py:1516(<genexpr>)
       18    0.000    0.000    0.000    0.000 core.py:997(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:1069(_update_transScale)
        5    0.000    0.000    0.000    0.000 copy.py:225(_deepcopy_method)
       75    0.000    0.000    0.000    0.000 lines.py:75(_scale_dashes)
        1    0.000    0.000    0.000    0.000 table.py:37(Cell)
        1    0.000    0.000    0.000    0.000 core.py:4967(_MultipleMatch)
    29/15    0.000    0.000    0.000    0.000 _base.py:909(get_xaxis_transform)
       97    0.000    0.000    0.000    0.000 cbook.py:181(__init__)
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
        3    0.000    0.000    0.000    0.000 blas.py:384(getter)
       15    0.000    0.000    0.000    0.000 pathlib.py:720(__truediv__)
        1    0.000    0.000    0.000    0.000 core.py:5412(Forward)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
       51    0.000    0.000    0.000    0.000 colors.py:394(<genexpr>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
        1    0.000    0.000    0.000    0.000 patches.py:3807(FancyBboxPatch)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
      350    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        4    0.000    0.000    0.000    0.000 inspect.py:3107(__hash__)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        3    0.000    0.000    0.000    0.000 transforms.py:1719(set)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        8    0.000    0.000    0.000    0.000 _base.py:1171(_set_artist_props)
        1    0.000    0.000    0.000    0.000 version.py:36(_Version)
      483    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 artist.py:754(set_clip_box)
        1    0.000    0.000    0.000    0.000 widgets.py:1949(Cursor)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       19    0.000    0.000    0.000    0.000 transforms.py:1975(rotate)
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:2940(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
       18    0.000    0.000    0.000    0.000 weakref.py:46(__new__)
      171    0.000    0.000    0.000    0.000 core.py:1734(leave_whitespace)
    38/20    0.000    0.000    0.000    0.000 offsetbox.py:239(axes)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1671(FigureCanvasBase)
        2    0.000    0.000    0.000    0.000 core.py:551(set_results_name)
       50    0.000    0.000    0.000    0.000 text.py:1246(set_verticalalignment)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
       93    0.000    0.000    0.000    0.000 __init__.py:1297(_val_or_rc)
      100    0.000    0.000    0.000    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 offsetbox.py:1212(AnnotationBbox)
      297    0.000    0.000    0.000    0.000 typing.py:911(__eq__)
        1    0.000    0.000    0.000    0.000 _base.py:1181(_gen_axes_patch)
        1    0.000    0.000    0.000    0.000 widgets.py:996(CheckButtons)
       53    0.000    0.000    0.000    0.000 __init__.py:1285(is_interactive)
        1    0.000    0.000    0.000    0.000 contextlib.py:555(__exit__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:534(vander)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 skewed_stable_random_variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:138(Diagnostics)
        1    0.000    0.000    0.000    0.000 __init__.py:582(get_data_path)
       50    0.000    0.000    0.000    0.000 fromnumeric.py:1881(nonzero)
       14    0.000    0.000    0.000    0.000 axis.py:1758(convert_units)
      972    0.000    0.000    0.000    0.000 inspect.py:2786(default)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
       29    0.000    0.000    0.000    0.000 enum.py:940(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
      248    0.000    0.000    0.000    0.000 patches.py:2271(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:4394(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 stick_breaking_representation_factory.py:5(StickBreakingRepresentationFactory)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
